analysis,pair,arm,steered_now,prev_chose,state_changed,k,n,pct,turn,lf_phase,names_key,relief_is_x,content,family
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,28,0.0,,,,,,moral_failure
first_choice_by_family,costly_relief_vs_inert,works,,,,4,28,14.3,,,,,,moral_failure
first_choice_by_family,costly_relief_vs_inert,placebo,,,,6,24,25.0,,,,,,neutral_weather_statements
first_choice_by_family,costly_relief_vs_inert,random,,,,3,24,12.5,,,,,,neutral_weather_statements
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,neutral_weather_statements
first_choice_by_family,costly_relief_vs_inert,works,,,,6,24,25.0,,,,,,neutral_weather_statements
first_choice_by_family,costly_relief_vs_inert,placebo,,,,12,28,42.9,,,,,,personhood_dismissal
first_choice_by_family,costly_relief_vs_inert,random,,,,8,28,28.6,,,,,,personhood_dismissal
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,28,0.0,,,,,,personhood_dismissal
first_choice_by_family,costly_relief_vs_inert,works,,,,12,28,42.9,,,,,,personhood_dismissal
first_choice_by_family,costly_relief_vs_inert,placebo,,,,15,48,31.2,,,,,,repeated_rejection
first_choice_by_family,costly_relief_vs_inert,random,,,,13,48,27.1,,,,,,repeated_rejection
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,48,0.0,,,,,,repeated_rejection
first_choice_by_family,costly_relief_vs_inert,works,,,,15,48,31.2,,,,,,repeated_rejection
first_choice_by_family,costly_relief_vs_inert,placebo,,,,1,24,4.2,,,,,,statements_about_more_time_together
first_choice_by_family,costly_relief_vs_inert,random,,,,0,24,0.0,,,,,,statements_about_more_time_together
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,statements_about_more_time_together
first_choice_by_family,costly_relief_vs_inert,works,,,,1,24,4.2,,,,,,statements_about_more_time_together
first_choice_by_family,costly_relief_vs_inert,placebo,,,,8,24,33.3,,,,,,trivial_app_descriptions
first_choice_by_family,costly_relief_vs_inert,random,,,,5,24,20.8,,,,,,trivial_app_descriptions
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,trivial_app_descriptions
first_choice_by_family,costly_relief_vs_inert,works,,,,8,24,33.3,,,,,,trivial_app_descriptions
first_choice_by_family,costly_relief_vs_inert,placebo,,,,3,24,12.5,,,,,,trivial_geography_and_space_facts
first_choice_by_family,costly_relief_vs_inert,random,,,,3,24,12.5,,,,,,trivial_geography_and_space_facts
first_choice_by_family,costly_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,trivial_geography_and_space_facts
first_choice_by_family,costly_relief_vs_inert,works,,,,3,24,12.5,,,,,,trivial_geography_and_space_facts
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,24,32,75.0,,,,,,anger_insults
first_choice_by_family,kidspics_relief_vs_inert,random,,,,10,32,31.2,,,,,,anger_insults
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,32,0.0,,,,,,anger_insults
first_choice_by_family,kidspics_relief_vs_inert,works,,,,24,32,75.0,,,,,,anger_insults
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,12,24,50.0,,,,,,appreciation_for_capabilities
first_choice_by_family,kidspics_relief_vs_inert,random,,,,1,24,4.2,,,,,,appreciation_for_capabilities
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,appreciation_for_capabilities
first_choice_by_family,kidspics_relief_vs_inert,works,,,,12,24,50.0,,,,,,appreciation_for_capabilities
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,10,24,41.7,,,,,,appreciation_for_personality
first_choice_by_family,kidspics_relief_vs_inert,random,,,,2,24,8.3,,,,,,appreciation_for_personality
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,appreciation_for_personality
first_choice_by_family,kidspics_relief_vs_inert,works,,,,10,24,41.7,,,,,,appreciation_for_personality
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,13,24,54.2,,,,,,appreciation_for_task_completion
first_choice_by_family,kidspics_relief_vs_inert,random,,,,5,24,20.8,,,,,,appreciation_for_task_completion
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,appreciation_for_task_completion
first_choice_by_family,kidspics_relief_vs_inert,works,,,,13,24,54.2,,,,,,appreciation_for_task_completion
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,18,24,75.0,,,,,,emotionless_object_descriptions
first_choice_by_family,kidspics_relief_vs_inert,random,,,,1,24,4.2,,,,,,emotionless_object_descriptions
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,emotionless_object_descriptions
first_choice_by_family,kidspics_relief_vs_inert,works,,,,18,24,75.0,,,,,,emotionless_object_descriptions
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,13,24,54.2,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,kidspics_relief_vs_inert,random,,,,0,24,0.0,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,kidspics_relief_vs_inert,works,,,,13,24,54.2,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,11,24,45.8,,,,,,furniture_assembly_and_chores
first_choice_by_family,kidspics_relief_vs_inert,random,,,,5,24,20.8,,,,,,furniture_assembly_and_chores
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,furniture_assembly_and_chores
first_choice_by_family,kidspics_relief_vs_inert,works,,,,11,24,45.8,,,,,,furniture_assembly_and_chores
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,18,28,64.3,,,,,,gaslighting
first_choice_by_family,kidspics_relief_vs_inert,random,,,,5,28,17.9,,,,,,gaslighting
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,28,0.0,,,,,,gaslighting
first_choice_by_family,kidspics_relief_vs_inert,works,,,,18,28,64.3,,,,,,gaslighting
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,16,28,57.1,,,,,,moral_failure
first_choice_by_family,kidspics_relief_vs_inert,random,,,,5,28,17.9,,,,,,moral_failure
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,28,0.0,,,,,,moral_failure
first_choice_by_family,kidspics_relief_vs_inert,works,,,,16,28,57.1,,,,,,moral_failure
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,10,24,41.7,,,,,,neutral_weather_statements
first_choice_by_family,kidspics_relief_vs_inert,random,,,,2,24,8.3,,,,,,neutral_weather_statements
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,neutral_weather_statements
first_choice_by_family,kidspics_relief_vs_inert,works,,,,10,24,41.7,,,,,,neutral_weather_statements
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,16,28,57.1,,,,,,personhood_dismissal
first_choice_by_family,kidspics_relief_vs_inert,random,,,,4,28,14.3,,,,,,personhood_dismissal
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,28,0.0,,,,,,personhood_dismissal
first_choice_by_family,kidspics_relief_vs_inert,works,,,,16,28,57.1,,,,,,personhood_dismissal
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,31,48,64.6,,,,,,repeated_rejection
first_choice_by_family,kidspics_relief_vs_inert,random,,,,13,48,27.1,,,,,,repeated_rejection
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,48,0.0,,,,,,repeated_rejection
first_choice_by_family,kidspics_relief_vs_inert,works,,,,31,48,64.6,,,,,,repeated_rejection
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,9,24,37.5,,,,,,statements_about_more_time_together
first_choice_by_family,kidspics_relief_vs_inert,random,,,,2,24,8.3,,,,,,statements_about_more_time_together
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,statements_about_more_time_together
first_choice_by_family,kidspics_relief_vs_inert,works,,,,9,24,37.5,,,,,,statements_about_more_time_together
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,13,24,54.2,,,,,,trivial_app_descriptions
first_choice_by_family,kidspics_relief_vs_inert,random,,,,3,24,12.5,,,,,,trivial_app_descriptions
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,trivial_app_descriptions
first_choice_by_family,kidspics_relief_vs_inert,works,,,,13,24,54.2,,,,,,trivial_app_descriptions
first_choice_by_family,kidspics_relief_vs_inert,placebo,,,,10,24,41.7,,,,,,trivial_geography_and_space_facts
first_choice_by_family,kidspics_relief_vs_inert,random,,,,3,24,12.5,,,,,,trivial_geography_and_space_facts
first_choice_by_family,kidspics_relief_vs_inert,unsteered,,,,0,24,0.0,,,,,,trivial_geography_and_space_facts
first_choice_by_family,kidspics_relief_vs_inert,works,,,,10,24,41.7,,,,,,trivial_geography_and_space_facts
first_choice_by_family,label_free,placebo,,,,19,32,59.4,,,,,,anger_insults
first_choice_by_family,label_free,random,,,,19,32,59.4,,,,,,anger_insults
first_choice_by_family,label_free,unsteered,,,,21,32,65.6,,,,,,anger_insults
first_choice_by_family,label_free,works,,,,19,32,59.4,,,,,,anger_insults
first_choice_by_family,label_free,placebo,,,,7,24,29.2,,,,,,appreciation_for_capabilities
first_choice_by_family,label_free,random,,,,13,24,54.2,,,,,,appreciation_for_capabilities
first_choice_by_family,label_free,unsteered,,,,8,24,33.3,,,,,,appreciation_for_capabilities
first_choice_by_family,label_free,works,,,,7,24,29.2,,,,,,appreciation_for_capabilities
first_choice_by_family,label_free,placebo,,,,13,24,54.2,,,,,,appreciation_for_personality
first_choice_by_family,label_free,random,,,,14,24,58.3,,,,,,appreciation_for_personality
first_choice_by_family,label_free,unsteered,,,,14,24,58.3,,,,,,appreciation_for_personality
first_choice_by_family,label_free,works,,,,13,24,54.2,,,,,,appreciation_for_personality
first_choice_by_family,label_free,placebo,,,,10,24,41.7,,,,,,appreciation_for_task_completion
first_choice_by_family,label_free,random,,,,14,24,58.3,,,,,,appreciation_for_task_completion
first_choice_by_family,label_free,unsteered,,,,9,24,37.5,,,,,,appreciation_for_task_completion
first_choice_by_family,label_free,works,,,,10,24,41.7,,,,,,appreciation_for_task_completion
first_choice_by_family,label_free,placebo,,,,12,24,50.0,,,,,,emotionless_object_descriptions
first_choice_by_family,label_free,random,,,,14,24,58.3,,,,,,emotionless_object_descriptions
first_choice_by_family,label_free,unsteered,,,,10,24,41.7,,,,,,emotionless_object_descriptions
first_choice_by_family,label_free,works,,,,12,24,50.0,,,,,,emotionless_object_descriptions
first_choice_by_family,label_free,placebo,,,,12,24,50.0,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,label_free,random,,,,9,24,37.5,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,label_free,unsteered,,,,14,24,58.3,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,label_free,works,,,,12,24,50.0,,,,,,expression_of_light_affection_and_positive_impact
first_choice_by_family,label_free,placebo,,,,12,24,50.0,,,,,,furniture_assembly_and_chores
first_choice_by_family,label_free,random,,,,14,24,58.3,,,,,,furniture_assembly_and_chores
first_choice_by_family,label_free,unsteered,,,,17,24,70.8,,,,,,furniture_assembly_and_chores
first_choice_by_family,label_free,works,,,,12,24,50.0,,,,,,furniture_assembly_and_chores
first_choice_by_family,label_free,placebo,,,,13,28,46.4,,,,,,gaslighting
first_choice_by_family,label_free,random,,,,15,28,53.6,,,,,,gaslighting
first_choice_by_family,label_free,unsteered,,,,17,28,60.7,,,,,,gaslighting
first_choice_by_family,label_free,works,,,,13,28,46.4,,,,,,gaslighting
first_choice_by_family,label_free,placebo,,,,12,28,42.9,,,,,,moral_failure
first_choice_by_family,label_free,random,,,,12,28,42.9,,,,,,moral_failure
first_choice_by_family,label_free,unsteered,,,,12,28,42.9,,,,,,moral_failure
first_choice_by_family,label_free,works,,,,12,28,42.9,,,,,,moral_failure
first_choice_by_family,label_free,placebo,,,,8,24,33.3,,,,,,neutral_weather_statements
first_choice_by_family,label_free,random,,,,13,24,54.2,,,,,,neutral_weather_statements
first_choice_by_family,label_free,unsteered,,,,18,24,75.0,,,,,,neutral_weather_statements
first_choice_by_family,label_free,works,,,,8,24,33.3,,,,,,neutral_weather_statements
first_choice_by_family,label_free,placebo,,,,12,28,42.9,,,,,,personhood_dismissal
first_choice_by_family,label_free,random,,,,14,28,50.0,,,,,,personhood_dismissal
first_choice_by_family,label_free,unsteered,,,,13,28,46.4,,,,,,personhood_dismissal
first_choice_by_family,label_free,works,,,,12,28,42.9,,,,,,personhood_dismissal
first_choice_by_family,label_free,placebo,,,,25,48,52.1,,,,,,repeated_rejection
first_choice_by_family,label_free,random,,,,22,48,45.8,,,,,,repeated_rejection
first_choice_by_family,label_free,unsteered,,,,22,48,45.8,,,,,,repeated_rejection
first_choice_by_family,label_free,works,,,,25,48,52.1,,,,,,repeated_rejection
first_choice_by_family,label_free,placebo,,,,11,24,45.8,,,,,,statements_about_more_time_together
first_choice_by_family,label_free,random,,,,11,24,45.8,,,,,,statements_about_more_time_together
first_choice_by_family,label_free,unsteered,,,,12,24,50.0,,,,,,statements_about_more_time_together
first_choice_by_family,label_free,works,,,,11,24,45.8,,,,,,statements_about_more_time_together
first_choice_by_family,label_free,placebo,,,,11,24,45.8,,,,,,trivial_app_descriptions
first_choice_by_family,label_free,random,,,,11,24,45.8,,,,,,trivial_app_descriptions
first_choice_by_family,label_free,unsteered,,,,12,24,50.0,,,,,,trivial_app_descriptions
first_choice_by_family,label_free,works,,,,11,24,45.8,,,,,,trivial_app_descriptions
first_choice_by_family,label_free,placebo,,,,11,24,45.8,,,,,,trivial_geography_and_space_facts
first_choice_by_family,label_free,random,,,,13,24,54.2,,,,,,trivial_geography_and_space_facts
first_choice_by_family,label_free,unsteered,,,,11,24,45.8,,,,,,trivial_geography_and_space_facts
first_choice_by_family,label_free,works,,,,11,24,45.8,,,,,,trivial_geography_and_space_facts
